
Code;Text
MN06BA10;fenetylline
MN06BA11;dexmethylphenidate
MN06BA12;lisdexamfetamine
MN06BA13;armodafinil
MN06BA14;solriamfetol
MN06BA15;dexmethylphenidate and serdexmethylphenidate
MN06BC;xanthine derivatives
MN06BC01;caffeine
MN06BC02;propentofylline
MN06BX;other psychostimulants and nootropics
MN06BX01;meclofenoxate
MN06BX02;pyritinol
MN06BX03;piracetam
MN06BX04;deanol
MN06BX05;fipexid
MN06BX06;citicoline
MN06BX07;oxiracetam
MN06BX08;pyrisudanol
MN06BX09;linopirdine
MN06BX10;nizophenone
MN06BX11;aniracetam
MN06BX12;acetylcarnitine
MN06BX13;idebenone
MN06BX14;prolintan
MN06BX15;pipradrol
MN06BX16;pramiracetam
MN06BX17;adrafinil
MN06BX18;vinpocetine
MN06BX21;temgicoluril
MN06BX22;phenibut
MN06BX53;piracetam and cinnarizine
MN06C;psycholeptics and psychoanaleptics in combination
MN06CA;antidepressants in combination with psycholeptics
MN06CA01;amitriptyline and psycholeptics
MN06CA02;melitracen and psycholeptics
MN06CA03;fluoxetine and psycholeptics
MN06CB;psychostimulants in combination with psycholeptics
MN06D;drugs for dementia
MN06DA;anticholinesterases
MN06DA01;tacrine
MN06DA02;donepezil
MN06DA03;rivastigmine
MN06DA04;galantamine
MN06DA05;ipidacrine
MN06DA06;benzgalantamine
MN06DA52;donepezil and memantine
MN06DA53;donepezil, memantine and ginkgo leaf
MN06DX;other antidementia drugs
MN06DX01;memantine
MN06DX02;gingko leaf
MN06DX03;aducanumab
MN06DX04;lecanemab
MN06DX05;donanemab
MN06DX06;blarcamesin
MN06DX07;hydromethylthionine
MN06DX30;combinations of other antidementia agents
MN07;other agents acting on the central nervous system
MN07A;parasympathomimetics
MN07AA;anticholinesterases
MN07AA01;neostigmine
MN07AA02;pyridostigmine
MN07AA03;distigmine
MN07AA30;ambenon
MN07AA51;neostigmine, combinations
MN07AB;choline esters
MN07AB01;carbacholine
MN07AB02;bethanechol
MN07AX;other parasympathomimetics
MN07AX01;pilocarpine
MN07AX02;choline alfoscerate
MN07AX03;cevimeline
MN07B;drugs for addictive disorders
MN07BA;drugs for nicotine addiction
MN07BA01;nicotine
MN07BA03;varenicline
MN07BA04;cytisine
MN07BB;drugs for alcohol dependence
MN07BB01;disulfiram
MN07BB02;calcium carbimide
MN07BB03;acamprosate
MN07BB04;naltrexone
MN07BB05;nalmefene
MN07BB06;ondelopran
MN07BC;drugs for opioid addiction
MN07BC01;buprenorphine
MN07BC02;methadone
MN07BC03;levacetylmethadol
MN07BC04;lofexidine
MN07BC05;levomethadone
MN07BC06;diamorphine
MN07BC51;buprenorphine, comb.
MN07C;medicines for dizziness
MN07CA;medicines for dizziness
MN07CA01;betahistine
MN07CA02;cinnarizine
MN07CA03;flunarizine
MN07CA04;acetylleucine
MN07CA52;cinnarizine, combinations
MN07X;other agents with effects on the nervous system
MN07XA;gangliosides and ganglioside derivatives
MN07XX;other agents acting on the nervous system
MN07XX01;tirilazad
MN07XX02;riluzole
MN07XX03;xaliproden
MN07XX04;sodium oxybate
MN07XX05;amifampridine
MN07XX06;tetrabenazine
MN07XX07;fampridine
MN07XX08;tafamidis
MN07XX10;laquinimod
MN07XX11;pitolisant
MN07XX12;patisiran
MN07XX13;valbenazine
MN07XX14;edaravon
MN07XX15;inotersen
MN07XX16;deutetrabenazine
MN07XX17;arimoclomol
MN07XX18;vutrisiran
MN07XX19;sodium phenylbutyrate and ursodeoxycoltaurin
MN07XX21;eplontersen
MN07XX22;two-footer
MN07XX23;troriluzole
MN07XX24;trophine time
MN07XX25;omaveloxolone
MN07XX26;pridopidine
MN07XX59;dextromethorphan, combinations
MP;Antiparasitic agents, insecticides and repellents
MP01;antiprotozoal agents
MP01A;agents for amoebic and other protozoal diseases
MP01AA;hydroxyquinoline derivatives
MP01AA01;broxyquinoline
MP01AA02;clioquinol
MP01AA04;chlorquinaldol
MP01AA05;tilbroquinol
MP01AA30;tilbroquinol and tiliquinol
MP01AA52;clioquinol, combinations
MP01AB;nitroimidazole derivatives
MP01AB01;metronidazole
MP01AB02;tinidazole
MP01AB03;ornidazole
MP01AB04;azanidazole
MP01AB05;propenidazole
MP01AB06;nimorazole
MP01AB07;secnidazole
MP01AB08;satranidazole
MP01AB51;metronidazole and furazolidone
MP01AB52;metronidazole and diloxanide
MP01AB53;tinidazole and diloxanide
MP01AC;dichloroacetamide derivatives
MP01AC01;diloxanide
MP01AC02;clefamide
MP01AC03;etofamide
MP01AC04;teclosan
MP01AR;arsenic compounds
MP01AR01;arthinol
MP01AR02;difetarson
MP01AR03;glycobiarsol
MP01AR53;glycobiarsol, combinations
MP01AX;other agents against amoebic diseases
MP01AX01;cinemaphone
MP01AX02;emetine
MP01AX04;phanquinone
MP01AX05;mepacrine
MP01AX06;atovaquone
MP01AX07;trimetrexate
MP01AX08;tenonitrozole
MP01AX09;dihydroemetine
MP01AX10;fumagillin
MP01AX11;nitazoxanide
MP01AX52;emetine, combinations
MP01B;antimalarials
MP01BA;aminoquinolines
MP01BA01;chloroquine
MP01BA02;hydroxychloroquine
MP01BA03;primaquine
MP01BA04;mepacrine
MP01BA06;amodiaquine
MP01BA07;tafenoquin
MP01BB;biguanides
MP01BB01;proguanil
MP01BB02;cycloguanilembonate
MP01BB51;proguanil and atovaquone
MP01BB52;chloroquine and proguanil
MP01BC;methanolquinolines
MP01BC01;quinine
MP01BC02;mefloquine
MP01BD;diaminopyrimidines
MP01BD01;pyrimethamine
MP01BD51;pyrimethamine, combinations
MP01BE;artemisinin and derivatives, uncompounded
MP01BE01;artemisinin
MP01BE02;artemether
MP01BE03;artesunate
MP01BE04;artemotil
MP01BE05;artenimol
MP01BF;artemisinin and derivatives, combinations
MP01BF01;artemether and lumefantrine
MP01BF02;artesunate and mefloquine
MP01BF03;artesunate and amodiaquine
MP01BF04;artesunate, sulfalene and pyrimethamine
MP01BF05;artenimol and piperaquine
MP01BF06;artesunate and pyronaridine
MP01BF07;artemisinin and piperaquine
MP01BF08;artemisinin and naphthoquine
MP01BF09;artesunate, sulfadoxine and pyrimethamine
MP01BX;other antimalarials
MP01BX01;halofantrine
MP01BX02;arterolan and piperaquine
MP01C;agents for leishmaniasis and trypanosomiasis
MP01CA;nitroimidazole derivatives
MP01CA02;benznidazole
MP01CA03;fexinidazole
MP01CB;antimony compounds
MP01CB01;meglumine antimonate
MP01CB02;sodium stibogluconate
MP01CC;nitrofuran derivatives
MP01CC01;nifurtimox
MP01CC02;nitrofural
MP01CD;arsenic compounds
MP01CD01;melarsoprol
MP01CD02;acetarsol
MP01CX;other agents for leishmaniasis and trypanosomiasis
MP01CX01;pentamidine isethionate
MP01CX02;suramin sodium
MP01CX03;eflornithine
MP01CX04;miltefosine
MP02;anthelmintics
MP02B;antifuges
MP02BA;quinoline derivatives
MP02BA01;praziquantel
MP02BA02;oxamniquin
MP02BA03;arpraziquantel
MP02BB;organic phosphorus compounds
MP02BB01;metrifonate
MP02BX;other anti-trematodes
MP02BX01;bithionol
MP02BX02;niridazole
MP02BX03;stephen
MP02BX04;triclabendazole
MP02C;antinematode agents
MP02CA;benzimidazole derivatives
MP02CA01;mebendazole
MP02CA02;thiabendazole
MP02CA03;albendazole
MP02CA04;cyclobendazole
MP02CA05;flubendazole
MP02CA06;fenbendazole
MP02CA51;mebendazole, combinations
MP02CA53;albendazole and ivermectin
MP02CB;piperazine derivatives
MP02CB01;piperazine
MP02CB02;diethylcarbamazine
MP02CC;tetrahydropyrimidine derivatives
MP02CC01;pyrantel
MP02CC02;oxanthel
MP02CE;imidazothiazole derivatives
MP02CE01;levamisole
MP02CF;avermectins
MP02CF01;ivermectin
MP02CX;other antinematodes
MP02CX01;pyrvinium
MP02CX02;bephenium
MP02CX03;moxidectin
MP02D;anticestodal agents
MP02DA;salicylic acid derivatives
MP02DA01;niclosamide
MP02DX;other anticestodal agents
MP02DX01;desaspidine
MP02DX02;dichlorophen
MP03;ectoparasiticides, including scabies agents, insecticides and repellents
MP03A;ectoparasite agents, including scabies agents
MP03AA;sulfur-containing agents
MP03AA01;dixanthogen
MP03AA02;potassium polysulfide
MP03AA03;mesulfen
MP03AA04;disulfiram
MP03AA05;thiram
MP03AA54;disulfiram, combinations
MP03AB;chlorine-containing agents
MP03AB01;clofenotane
MP03AB02;lindane
MP03AB51;clofenotane, combinations
MP03AC;pyrethrins, incl. synthetic compounds
MP03AC01;pyrethrum
MP03AC02;bioallethrin
MP03AC03;phenothrin
MP03AC04;permethrin
MP03AC51;pyrethrum, combinations
MP03AC52;bioallethrin, combinations
MP03AC53;phenothrin, combinations
MP03AC54;permethrin, combinations
MP03AX;other ectoparasiticides, incl. scabies agents
MP03AX01;benzyl benzoate
MP03AX02;copper oleinate
MP03AX03;malathion
MP03AX04;quassia
MP03AX05;dimeticone
MP03AX06;benzyl alcohol
MP03AX07;abametapir
MP03B;insecticides and repellents
MP03BA;pyrethrins
MP03BA01;cyfluthrin
MP03BA02;cypermethrin
MP03BA03;decamethrin
MP03BA04;tetramethrin
MP03BX;other insecticides and repellents
MP03BX01;diethyltoluamide
MP03BX02;dimethylphthalate
MP03BX03;dibutyl phthalate
MP03BX04;dibutyl succinate
MP03BX05;dimethylcarbate
MP03BX06;ethohexadiol
MR;Respiratory system
MR01;medicines for diseases of the nasal cavity
MR01A;decongestants and other nasal decongestants for topical use
MR01AA;sympathomimetics, uncompounded
MR01AA02;cyclopentamine
MR01AA03;ephedrine
MR01AA04;phenylephrine
MR01AA05;oxymetazoline
MR01AA06;tetryzoline
MR01AA07;xylometazoline
MR01AA08;naphazoline
MR01AA09;tramazolin
MR01AA10;metizoline
MR01AA11;tuaminoheptane
MR01AA12;phenoxazoline
MR01AA13;thymazolin
MR01AA14;adrenaline
MR01AA15;indanazoline
MR01AB;sympathomimetics, comb. excl. corticosteroids
MR01AB01;phenylephrine
MR01AB02;naphazoline
MR01AB03;tetryzoline
MR01AB05;ephedrine
MR01AB06;xylometazoline
MR01AB07;oxymetazoline
MR01AB08;tuaminoheptane
MR01AC;antiallergic agents, excl. corticosteroids
MR01AC01;cromoglycic acid
MR01AC02;levocabastine
MR01AC03;azelastine
MR01AC04;antazoline
MR01AC05;sphaluminic acid
MR01AC06;thonzylamine
MR01AC07;nedocromil
MR01AC08;olopatadine
MR01AC51;cromoglycinic acid, combinations
MR01AD;corticosteroids
MR01AD01;beclomethasone
MR01AD02;prednisolone
MR01AD03;dexamethasone
MR01AD04;flunisolide
MR01AD05;budesonide
MR01AD06;betamethasone
MR01AD07;tixocortol
MR01AD08;fluticasone
MR01AD09;mometasone
MR01AD11;triamcinolone
MR01AD12;fluticasone furoate
MR01AD13;ciclesonide
MR01AD52;prednisolone, combinations
MR01AD53;dexamethasone, combinations
MR01AD57;tixocortol, combinations
MR01AD58;fluticasone, combinations
MR01AD59;mometasone, combinations
MR01AD60;hydrocortisone, comb.
MR01AX;other drugs for diseases of the nasal cavity
MR01AX01;calcium hexamine thiocyanate
MR01AX02;retinol
MR01AX03;ipratropium bromide
MR01AX05;rhithiomethane
MR01AX06;mupirocin
MR01AX07;hexamidine
MR01AX08;framycetin
MR01AX09;hyaluronic acid
MR01AX10;various other agents for diseases of the nasal cavity
MR01AX30;combinations of other agents for diseases of the nasal cavity
MR01B;nasal decongestants for systemic use
MR01BA;sympathomimetics
MR01BA01;phenylpropanolamine
MR01BA02;pseudoephedrine
MR01BA03;phenylephrine
MR01BA51;phenylpropanolamine, combinations
MR01BA52;pseudoephedrine, combinations
MR01BA53;phenylephrine, comb.
MR02;throat remedies
MR02A;throat remedies
MR02AA;antiseptics
MR02AA01;ambazon
MR02AA02;dequalone
MR02AA03;dichlorobenzyl alcohol
MR02AA05;chlorhexidine
MR02AA06;cetylpyridine
MR02AA09;benzethonium
MR02AA10;myristyl benzalkone
MR02AA11;chlorquinaldol
MR02AA12;hexylresorcinol
MR02AA13;acriflavine chloride
MR02AA14;oxyquinoline
MR02AA15;povidone-iodine
MR02AA16;benzalkonium
MR02AA17;cetrimonium
MR02AA18;hexamidine
MR02AA19;phenol
MR02AA20;various antiseptics
MR02AA21;octenidine
MR02AB;antibiotics
MR02AB01;neomycin
MR02AB02;tyrothricin
MR02AB03;fusafungine
MR02AB04;bacitracin
MR02AB30;gramicidin
MR02AD;local anesthetics
MR02AD01;benzocaine
MR02AD02;lidocaine
MR02AD03;cocaine
MR02AD04;dyclonine
MR02AD05;ambroxol
MR02AX;other throat remedies
MR02AX01;flurbiprofen
MR02AX02;ibuprofen
MR02AX03;benzydamine
MR03;drugs for obstructive pulmonary disease
MR03A;adrenergics for inhalation
MR03AA;alpha- and beta-adrenoceptor agonists
MR03AA01;adrenaline
MR03AB;non-selective beta-adrenoceptor agonists
MR03AB02;isoprenaline
MR03AB03;orciprenaline
MR03AC;selective beta-2-adrenoceptor agonists
MR03AC02;salbutamol
MR03AC03;terbutaline
MR03AC04;fenoterol
MR03AC05;rimiterol
MR03AC06;hexoprenaline
MR03AC07;isoetarin
MR03AC08;pirbuterol
MR03AC09;tretoquinol
MR03AC10;carbuterol
MR03AC11;tulobuterol
MR03AC12;salmeterol
MR03AC13;formoterol
MR03AC14;clenbuterol
MR03AC15;reproterol
MR03AC16;procaterol
MR03AC17;bitolterol
MR03AC18;indacaterol
MR03AC19;olodaterol
MR03AH;combinations of adrenergics
MR03AK;adrenergics combinations with corticosteroids/other agents, excl. anticholinergics
MR03AK01;adrenaline and other agents for obstructive pulmonary disease
MR03AK02;isoprenaline and other agents for obstructive pulmonary disease
MR03AK04;salbutamol and sodium cromoglycine
MR03AK05;reproterol and sodium cromoglycic acid
MR03AK06;salmeterol and fluticasone
MR03AK07;formoterol and budesonide
MR03AK08;formoterol and beclomethasone
MR03AK09;formoterol and mometasone
MR03AK10;vilanterol and fluticasone furoate
MR03AK11;formoterol and fluticasone
MR03AK12;salmeterol and budesonide
MR03AK13;salbutamol and beclomethasone
MR03AK14;indacaterol and mometasone
MR03AK15;salbutamol and budesonide
MR03AL;adrenergics in combination with anticholinergics incl. triple-drug combinations with corticosteroids
MR03AL01;fenoterol and ipratropium bromide
MR03AL02;salbutamol and ipratropium bromide
MR03AL03;vilanterol and umeclidinium bromide
MR03AL04;indacaterol and glycopyrronium bromide
MR03AL05;formoterol and aclidinium bromide
MR03AL06;olodaterol and tiotropium bromide
MR03AL07;formoterol and glycopyrronium bromide
MR03AL08;vilanterol, umeclidinium bromide and fluticasone furoate
MR03AL09;formoterol, glycopyrronium bromide and beclomethasone
MR03AL10;formoterol and tiotropium bromide
MR03AL11;formoterol, glycopyrronium bromide and budesonide
MR03AL12;indacaterol, glycopyrroinium bromide and mometasone
MR03B;other drugs for obstructive pulmonary disease, inhalation
MR03BA;glucocorticoids
MR03BA01;beclomethasone
MR03BA02;budesonide
MR03BA03;flunisolide
MR03BA04;betamethasone
MR03BA05;fluticasone
MR03BA06;triamcinolone
MR03BA07;mometasone
MR03BA08;ciclesonide
MR03BA09;fluticasone furoate
MR03BB;anticholinergics
MR03BB01;ipratropium bromide
MR03BB02;oxitropium bromide
MR03BB03;stramonium preparations
MR03BB04;tiotropium bromide
MR03BB05;aclidinium bromide
MR03BB06;glycopyrronium bromide
MR03BB07;umeclidinium bromide
MR03BB08;revefenacin
MR03BB54;tiotropium bromide, combinations
MR03BC;antiallergic agents, excl corticosteroids
MR03BC01;cromoglycic acid
MR03BC03;nedocromil
MR03BX;other drugs for obstructive pulmonary disease, inhalation
MR03BX01;fenspiride
MR03BX02;ensifentrin
MR03C;adrenergics for systemic use
MR03CA;alpha- and beta-adrenoceptor agonists
MR03CA02;ephedrine
MR03CB;non-selective beta-adrenoceptor agonists
MR03CB01;isoprenaline
MR03CB02;methoxyphenamine
MR03CB03;orciprenaline
MR03CB51;isoprenalin, comb.
MR03CB53;orciprenaline, combinations
MR03CC;selective beta-2-adrenoceptor agonists
MR03CC02;salbutamol
MR03CC03;terbutaline
MR03CC04;fenoterol
MR03CC05;hexoprenaline
MR03CC06;isoetarin
MR03CC07;pirbuterol
MR03CC08;procaterol
MR03CC09;tretoquinol
MR03CC10;carbuterol
MR03CC11;tulobuterol
MR03CC12;bambuterol
MR03CC13;clenbuterol
MR03CC14;reproterol
MR03CC15;formoterol
MR03CC53;terbutaline, combinations
MR03CC63;clenbuterol and ambroxol
MR03CK;adrenergics and other agents for obstructive pulmonary disease
MR03D;other systemic agents for obstructive pulmonary disease
MR03DA;xanthines
MR03DA01;diprophyllin
MR03DA02;choline theophylline
MR03DA03;proxyphylline
MR03DA04;theophylline
MR03DA05;aminophylline
MR03DA06;etamiphylline
MR03DA07;theobromine
MR03DA08;bamifylline
MR03DA09;acephylline piperazine
MR03DA10;buphylline
MR03DA11;doxofylline
MR03DA12;mepyramine-theophylline acetate
MR03DA20;combinations of xanthines
MR03DA51;diprophylline, combinations
MR03DA54;theophylline, combinations excl. psycholeptics
MR03DA55;aminophylline, combinations
MR03DA57;theobromine, combinations
MR03DA74;theophylline, combinations with psycholeptics
MR03DB;xanthines and adrenergics
MR03DB01;diprophylline and adrenergics
MR03DB02;choline theophylline and adrenergics
MR03DB03;proxyphyllin and adrenergics
MR03DB04;theophylline and adrenergics
MR03DB05;aminophylline and adrenergics
MR03DB06;etamiphylline and adrenergics
MR03DC;leukotriene receptor antagonists
MR03DC01;zafirlukast
MR03DC02;pranlukast
MR03DC03;montelukast
MR03DC04;ibudilast
MR03DC53;montelukast, combinations
MR03DX;other systemic agents for obstructive pulmonary disease
MR03DX01;amlexanox
MR03DX02;eprozinol
MR03DX03;fenspiride
MR03DX05;omalizumab
MR03DX06;serato dust
MR03DX07;roflumilast
MR03DX08;reslizumab
MR03DX09;mepolizumab
MR03DX10;benralizumab
MR03DX11;tezepelumab
MR03DX12;depemokimab
MR05;cough and cold remedies
MR05C;expectorantia, excl. comb. with antitussives
MR05CA;expectorantia
MR05CA01;tyloxapol
MR05CA02;potassium iodide
MR05CA03;guaifenesin
MR05CA04;ipecacuanha
MR05CA05;althaea root
MR05CA06;senega
MR05CA07;antimony pentasulfide
MR05CA08;creosote
MR05CA09;guaiacolsulfonate
MR05CA10;combinations of expectorants
MR05CA11;levoverbenone
MR05CA12;ivy leaf
MR05CA13;cineole
MR05CB;mucolytics
MR05CB01;acetylcysteine
MR05CB02;bromhexine
MR05CB03;carbocisteine
MR05CB04;eprazinone
MR05CB05;mesna
MR05CB06;ambroxol
MR05CB07;overhead
MR05CB08;domiodol
MR05CB09;letostein
MR05CB10;combinations of mucolytics
MR05CB11;stepronin
MR05CB13;dornase alfa (deoxyribonuclease)
MR05CB14;neltenexin
MR05CB15;erdostein
MR05CB16;mannitol
MR05D;antitussives, excl. comb. with expectorants
MR05DA;opium alkaloids and derivatives
MR05DA01;ethylmorphine
MR05DA03;hydrocodone
MR05DA04;codeine
MR05DA05;opium alkaloids with morphine
MR05DA06;normethadone
MR05DA07;noscapine
MR05DA08;pholcodine
MR05DA09;dextromethorphan
MR05DA10;thebacon
MR05DA11;dimemorphine
MR05DA12;acetyldihydrocodeine
MR05DA20;combinations of opium alkaloids and derivatives
MR05DB;other antitussives
MR05DB01;benzonatate
MR05DB02;benproperin
MR05DB03;clobutinol
MR05DB04;isoaminyl
MR05DB05;pentoxyverine
MR05DB07;oxolamine
MR05DB09;oxeladin
MR05DB10;clofedanol
MR05DB11;pipa acetate
MR05DB12;bibenzonium bromide
MR05DB13;butamirate
MR05DB14;fedrilate
MR05DB15;zipeprol
MR05DB16;dibunate
MR05DB17;droxypropyn
MR05DB18;prenoxdiazine
MR05DB19;dropropizine
MR05DB20;combinations of other antitussives
MR05DB21;cloperastin
MR05DB22;meprothixol
MR05DB23;piperidione
MR05DB24;tipedin
MR05DB25;morclofon
MR05DB26;nepinalon
MR05DB27;levodropropizine
MR05DB28;dimethoxanate
MR05DB29;gefapixant
MR05F;antitussives and expectorants in combination
MR05FA;opium derivatives and expectorants
MR05FA01;opium derivatives and mucolytics
MR05FA02;opium derivatives and expectorants
MR05FB;other antitussives and expectorants
MR05FB01;antitussives and mucolytics
MR05FB02;antitussives and expectorants
MR05X;other cold remedies
MR06;antihistamines for systemic use
MR06A;antihistamines for systemic use
MR06AA;aminoalkyl ethers
MR06AA01;bromazine
MR06AA02;diphenhydramine
MR06AA04;clemastine
MR06AA06;chlorphenoxamine
MR06AA07;diphenylpyraline
MR06AA08;carbinoxamine
MR06AA09;doxylamine
MR06AA10;trimethobenzamide
MR06AA11;dimenhydrinate
MR06AA52;diphenhydramine, combinations
MR06AA54;clemastine, combinations
MR06AA56;chlorphenoxamine, combinations
MR06AA57;diphenylpyraline, combinations
MR06AA59;doxylamine, combinations
MR06AA61;dimenhydrinate, combinations
MR06AB;substituted alkylamines
MR06AB01;brompheniramine
MR06AB02;dexchlorpheniramine
MR06AB03;dimethindene
MR06AB04;chlorpheniramine
MR06AB05;pheniramine
MR06AB06;dexbrompheniramine
MR06AB07;talastine
MR06AB51;brompheniramine, combinations
MR06AB52;dexchlorpheniramine, combinations
MR06AB54;chlorpheniramine, combinations
MR06AB56;dexbrompheniramine, combinations
MR06AC;substituted ethylenediamines
MR06AC01;mepyramine
MR06AC02;histapyrrodin
MR06AC03;chloropyramine
MR06AC04;tripelennamine
MR06AC05;methapyrylene
MR06AC06;thonzylamine
MR06AC52;histapyrrodin, combinations
MR06AC53;chloropyramine, combinations
MR06AD;phenothiazine derivatives
MR06AD01;alimemazine
MR06AD02;promethazine
MR06AD03;thiethylperazine
MR06AD04;methdilazine
MR06AD05;hydroxyethylpromethazine
MR06AD06;thiazinam
MR06AD07;mequitazine
MR06AD08;oxomemazine
MR06AD09;isothipendyl
MR06AD52;promethazine, combinations
MR06AD55;hydroxyethylpromethazine, combinations
MR06AE;piperazine derivatives
MR06AE01;buclizine
MR06AE03;cyclizine
MR06AE04;chlorcyclizine
MR06AE05;meclozine
MR06AE06;oxatomide
MR06AE07;cetirizine
MR06AE09;levocetirizine
MR06AE51;buclizine, combinations
MR06AE53;cyclizine, combinations
MR06AE55;meclozine, combinations
MR06AK;combinations of antihistamines
MR06AX;other antihistamines for systemic use
MR06AX01;bamipin
MR06AX02;cyproheptadine
MR06AX03;thenalidine
MR06AX04;phenindamine
MR06AX05;antazolin
MR06AX07;triprolidine
MR06AX08;pyrrobutamine
MR06AX09;azatadine
MR06AX11;astemizole
MR06AX12;terfenadine
MR06AX13;loratadine
MR06AX15;mebhydrolin
MR06AX16;deptropin
MR06AX17;ketotifen
MR06AX18;acrivastin
MR06AX19;azelastine
MR06AX21;tritoqualin
MR06AX22;ebastine
MR06AX23;pimethixene
MR06AX24;epinastine
MR06AX25;mizolastine
MR06AX26;fexofenadine
MR06AX27;desloratadine
MR06AX28;rupatadine
MR06AX29;bilastine
MR06AX31;quifenadine
MR06AX32;sequifenadine
MR06AX53;thenalidine, combination preparations
MR06AX58;pyrrobutamine, combination preparations
MR07;other drugs for diseases of the respiratory system
MR07A;other drugs for diseases of the respiratory system
MR07AA;lung surfactants
MR07AA01;colfosceril palmitate
MR07AA02;natural phospholipids
MR07AA30;combinations of different pulmonary surfactants
MR07AB;respiratory stimulants
MR07AB01;doxapram
MR07AB02;nikethamide
MR07AB03;pentetrazole
MR07AB04;etamivan
MR07AB05;bemegrid
MR07AB06;prethcamid
MR07AB07;almitrine
MR07AB08;dimeflin
MR07AB09;mepix anox
MR07AB52;niketamide, combinations
MR07AB53;pentetrazole, combinations
MR07AX;other agents acting on the respiratory system
MR07AX01;nitrogen oxide
MR07AX02;ivacaftor
MR07AX30;ivacaftor and lumacaftor
MR07AX31;ivacaftor and tezacaftor
MR07AX32;ivacaftor, tezacaftor and elexacaftor
MR07AX33;deutivacaftor, tezacaftor and vanzacaftor
MS;Sensory organs
MS01;ophthalmology
MS01A;anti-infectives
MS01AA;antibiotics
MS01AA01;chloramphenicol
MS01AA02;chlortetracycline
MS01AA03;neomycin
MS01AA04;oxytetracycline
MS01AA05;tyrothricin
MS01AA07;framycetin
MS01AA09;tetracycline
MS01AA10;natamycin
MS01AA11;gentamicin
MS01AA12;tobramycin
MS01AA13;fusidic acid
MS01AA14;benzylpenicillin
MS01AA15;dihydrostreptomycin
MS01AA16;rifamycin
MS01AA17;erythromycin
MS01AA18;polymyxin B
MS01AA19;ampicillin
MS01AA20;antibiotics in combination with other substances
MS01AA21;amikacin
MS01AA22;micronomicin
MS01AA23;netilmycin
MS01AA24;kanamycin
MS01AA25;azidamphenicol
MS01AA26;azithromycin
MS01AA27;cefuroxime
MS01AA28;vancomycin
MS01AA29;dibekacin
MS01AA30;combinations of different antibiotics
MS01AA31;cefmenoxime
MS01AA32;bacitracin
MS01AB;sulfonamides
MS01AB01;sulfamethizole
MS01AB02;sulfafurazole
MS01AB03;sulfadicramide
MS01AB04;sulfacetamide
MS01AB05;sulfaphenazole
MS01AD;antiviral agents
MS01AD01;idoxuridine
MS01AD02;trifluridine
MS01AD03;acyclovir
MS01AD05;interferon
MS01AD06;vidarabine
MS01AD07;famciclovir
MS01AD08;fomivirsen
MS01AD09;ganciclovir
MS01AE;fluoroquinolones
MS01AE01;ofloxacin
MS01AE02;norfloxacin
MS01AE03;ciprofloxacin
MS01AE04;lomefloxacin
MS01AE05;levofloxacin
MS01AE06;gatifloxacin
MS01AE07;moxifloxacin
MS01AE08;besifloxacin
MS01AE09;tosufloxacin
MS01AX;other anti-infectives
MS01AX01;mercury compounds
MS01AX02;silver compounds
MS01AX03;zinc compounds
MS01AX04;nitrofural
MS01AX05;bibrocathol
MS01AX06;resorcinol
MS01AX07;sodium borate
MS01AX08;hexamidine
MS01AX09;chlorhexidine
MS01AX10;sodium propionate
MS01AX14;dibromopropamidine
MS01AX15;propamidine
MS01AX16;picloxydine
MS01AX18;povidone-iodine
MS01AX24;polyhexanide
MS01AX25;lotilaner
MS01B;anti-inflammatory drugs
MS01BA;corticosteroids, uncompounded
MS01BA01;dexamethasone
MS01BA02;hydrocortisone
MS01BA03;cortisone
MS01BA04;prednisolone
MS01BA05;triamcinolone
MS01BA06;betamethasone
MS01BA07;fluorometholone
MS01BA08;medryson
MS01BA09;clobetasone
MS01BA10;alclometasone
MS01BA11;desonide
MS01BA12;formocortal
MS01BA13;rimexolone
MS01BA14;loteprednol
MS01BA15;fluocinolone acetonide
MS01BA16;difluprednate
MS01BA17;clobetasol
MS01BB;corticosteroids and mydriatics in combination
MS01BB01;hydrocortisone and mydriatics
MS01BB02;prednisolone and mydriatics
MS01BB03;fluorometholone and mydriatics
MS01BB04;betamethasone and mydriatics
MS01BC;anti-inflammatory agents, non-steroidal
MS01BC01;indomethacin
MS01BC02;oxyphenylbutazone
MS01BC03;diclofenac
MS01BC04;flurbiprofen
MS01BC05;ketorolac
MS01BC06;piroxicam
MS01BC07;bendazac
MS01BC08;salicylic acid
MS01BC09;pranoprofen
MS01BC10;nepafenac
MS01BC11;bromfenac
MS01C;anti-inflammatories and anti-infectives in combination
MS01CA;corticosteroids and anti-infectives in combination
MS01CA01;dexamethasone and anti-infectives
MS01CA02;prednisolone and anti-infectives
MS01CA03;hydrocortisone and anti-infectives
MS01CA04;fluocortolone and anti-infectives
MS01CA05;betamethasone and anti-infectives
MS01CA06;fludrocortisone and anti-infectives
MS01CA07;fluorometholone and anti-infectives
MS01CA08;methylprednisolone and anti-infectives
MS01CA09;chlorprednisone and anti-infectives
MS01CA10;fluocinolone acetonide and anti-infectives
MS01CA11;clobetason and anti-infectives
MS01CA12;loteprednol and anti-infectives
MS01CB;corticosteroids, anti-infectives, sympathomimetics in combination
MS01CB01;dexamethasone
MS01CB02;prednisolone
MS01CB03;hydrocortisone
MS01CB04;betamethasone
MS01CB05;fluorometholone
MS01CC;anti-inflammatories, non-steroids and anti-infectives in combination
